GridCell,lat,long,Dist2Ocean
295.0,28.73261260986328,-95.8545150756836,11333.735507564257
296.0,28.73261260986328,-95.84434509277344,10377.496039725549
297.0,28.73261260986328,-95.83416748046875,9428.404380111788
298.0,28.73261260986328,-95.8239974975586,8490.51573891216
299.0,28.73261260986328,-95.8138198852539,7566.327600638921
300.0,28.73261260986328,-95.80364990234375,6663.2112807960875
301.0,28.73261260986328,-95.7934799194336,5790.005653214817
302.0,28.73261260986328,-95.7833023071289,4961.923342159776
303.0,28.73261260986328,-95.77313232421875,4207.284956992191
304.0,28.73261260986328,-95.76295471191406,3571.4751071720702
305.0,28.73261260986328,-95.7527847290039,3128.9969699546177
306.0,28.73261260986328,-95.74261474609375,2804.927647741753
307.0,28.73261260986328,-95.73243713378906,2213.6402898374104
308.0,28.73261260986328,-95.7222671508789,1402.1561892500772
309.0,28.73261260986328,-95.71209716796875,988.9386480298132
310.0,28.73261260986328,-95.70191955566406,988.9322313338292
311.0,28.741531372070312,-96.50558471679688,74700.83679501001
312.0,28.741531372070312,-96.49540710449219,73706.89866829479
313.0,28.741531372070312,-96.48523712158203,72713.7524859779
314.0,28.741531372070312,-96.47505950927734,71719.90974166991
315.0,28.741531372070312,-96.46488952636719,70726.86212846346
316.0,28.741531372070312,-96.45471954345703,69733.86638788435
317.0,28.741531372070312,-96.44454193115234,68740.17952076145
318.0,28.741531372070312,-96.43437194824219,67747.29329766646
319.0,28.741531372070312,-96.4241943359375,66753.72012346849
320.0,28.741531372070312,-96.41402435302734,65760.95184600382
321.0,28.741531372070312,-96.40385437011719,64768.24600540583
322.0,28.741531372070312,-96.3936767578125,63774.86047822747
323.0,28.741531372070312,-96.38350677490234,62782.287278668664
324.0,28.741531372070312,-96.37333679199219,61789.784567560266
325.0,28.741531372070312,-96.3631591796875,60796.61090511128
326.0,28.741531372070312,-96.35298919677734,59804.25855225041
327.0,28.741531372070312,-96.34281158447266,58811.24207696498
328.0,28.741531372070312,-96.3326416015625,57819.05396404624
329.0,28.741531372070312,-96.32247161865234,56826.95375481246
330.0,28.741531372070312,-96.31229400634766,55834.20153770222
331.0,28.741531372070312,-96.3021240234375,54842.29025294863
332.0,28.741531372070312,-96.29194641113281,53849.736559540805
333.0,28.741531372070312,-96.28177642822266,52858.033805569416
334.0,28.741531372070312,-96.2716064453125,51866.44357075256
